player1_rank,player1_rank_imputed,player1_ht,player1_age,player2_rank,player2_rank_imputed,player2_ht,player2_age,player1_won,draw_size,tourney_date,best_of,Qualifying_match,player1_hand_L,player1_hand_R,player1_hand_U,player2_hand_L,player2_hand_R,player2_hand_U,player1_entry_2) A,player1_entry_3),player1_entry_5) A,player1_entry_6),player1_entry_6) A,player1_entry_8),player1_entry_A,player1_entry_AL,player1_entry_ALT,player1_entry_Alt,player1_entry_Direct,player1_entry_I,player1_entry_ITF,player1_entry_J,player1_entry_LL,player1_entry_P,player1_entry_PR,player1_entry_Q,player1_entry_S,player1_entry_SE,player1_entry_UP,player1_entry_W,player1_entry_WC,player2_entry_2) A,player2_entry_3),player2_entry_6),player2_entry_6) A,player2_entry_A,player2_entry_AL,player2_entry_ALT,player2_entry_Alt,player2_entry_Direct,player2_entry_I,player2_entry_ITF,player2_entry_LL,player2_entry_P,player2_entry_PR,player2_entry_Q,player2_entry_S,player2_entry_SE,player2_entry_UP,player2_entry_W,player2_entry_WC,tourney_level_C,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,tourney_level_O,round_F,round_Q1,round_Q2,round_Q3,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,rank_difference,age_difference,height_difference,player1_career_matches,player1_career_wins,player1_career_win_rate,player2_career_matches,player2_career_wins,player2_career_win_rate,career_win_rate_diff,player1_clay_matches,player1_clay_wins,player1_clay_win_rate,player1_grass_matches,player1_grass_wins,player1_grass_win_rate,player1_hard_matches,player1_hard_wins,player1_hard_win_rate,player1_carpet_matches,player1_carpet_wins,player1_carpet_win_rate,player2_clay_matches,player2_clay_wins,player2_clay_win_rate,player2_grass_matches,player2_grass_wins,player2_grass_win_rate,player2_hard_matches,player2_hard_wins,player2_hard_win_rate,player2_carpet_matches,player2_carpet_wins,player2_carpet_win_rate,clay_win_rate_diff,grass_win_rate_diff,hard_win_rate_diff,carpet_win_rate_diff,h2h_matches,player1_h2h_wins,player1_h2h_win_rate,player2_h2h_wins,player2_h2h_win_rate,h2h_win_rate_diff,player1_recent_form,player1_recent_matches,player2_recent_form,player2_recent_matches,recent_form_diff
1511.0,0,188.0,24.6,731.0,0,188.0,25.2,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,780.0,-0.5999999999999979,0.0,6,2,0.3333333333333333,21,7,0.3333333333333333,0.0,0,0,0.5,0,0,0.5,6,2,0.3333333333333333,0,0,0.5,0,0,0.5,0,0,0.5,7,0,0.0,0,0,0.5,0.0,0.0,0.3333333333333333,0.0,0,0,0.5,0,0.5,0.0,0.3333333333333333,6,0.35,20,-0.0166666666666666
771.0,0,193.0,27.5,921.0,0,178.0,28.4,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-150.0,-0.8999999999999986,15.0,55,30,0.5454545454545454,5,1,0.2,0.3454545454545454,0,0,0.5,0,0,0.5,55,30,0.5454545454545454,0,0,0.5,0,0,0.5,0,0,0.5,4,1,0.25,0,0,0.5,0.0,0.0,0.2954545454545454,0.0,0,0,0.5,0,0.5,0.0,0.6,20,0.2,5,0.3999999999999999
1547.0,0,176.5,20.9,724.0,0,185.0,26.2,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,823.0,-5.300000000000001,-8.5,9,0,0.0,128,49,0.3828125,-0.3828125,0,0,0.5,0,0,0.5,8,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,99,36,0.3636363636363636,0,0,0.5,0.0,0.0,-0.3636363636363636,0.0,0,0,0.5,0,0.5,0.0,0.0,9,0.15,20,-0.15
777.0,0,188.0,20.0,1514.0,0,175.0,25.2,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-737.0,-5.199999999999999,13.0,31,15,0.4838709677419355,4,0,0.0,0.4838709677419355,0,0,0.5,0,0,0.5,30,15,0.5,0,0,0.5,0,0,0.5,0,0,0.5,3,0,0.0,0,0,0.5,0.0,0.0,0.5,0.0,0,0,0.5,0,0.5,0.0,0.45,20,0.0,4,0.45
2258.0,1,183.0,23.1,1286.0,0,185.0,26.8,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,972.0,-3.6999999999999993,-2.0,6,0,0.0,4,0,0.0,0.0,0,0,0.5,0,0,0.5,3,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,3,0,0.0,0,0,0.5,0.0,0.0,0.0,0.0,0,0,0.5,0,0.5,0.0,0.0,6,0.0,4,0.0
2258.0,1,188.0,24.2,704.0,0,193.0,22.5,0,32,20241125,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1554.0,1.6999999999999993,-5.0,1,0,0.0,12,6,0.5,-0.5,0,0,0.5,0,0,0.5,1,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,12,6,0.5,0,0,0.5,0.0,0.0,-0.5,0.0,0,0,0.5,0,0.5,0.0,0.0,1,0.5,12,-0.5
2258.0,1,185.0,26.9,731.0,0,188.0,25.2,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1527.0,1.6999999999999993,-3.0,1,0,0.0,22,8,0.3636363636363636,-0.3636363636363636,0,0,0.5,0,0,0.5,1,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,8,1,0.125,0,0,0.5,0.0,0.0,-0.125,0.0,0,0,0.5,0,0.5,0.0,0.0,1,0.4,20,-0.4
771.0,0,193.0,27.5,2258.0,1,196.0,26.9,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-1487.0,0.6000000000000014,-3.0,56,30,0.5357142857142857,0,0,0.5,0.0357142857142857,0,0,0.5,0,0,0.5,56,30,0.5357142857142857,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.0,0.0,0.0357142857142857,0.0,0,0,0.5,0,0.5,0.0,0.55,20,0.5,0,0.05
921.0,0,178.0,28.4,1859.0,0,180.0,34.8,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-938.0,-6.399999999999999,-2.0,6,2,0.3333333333333333,38,12,0.3157894736842105,0.0175438596491228,0,0,0.5,0,0,0.5,5,2,0.4,0,0,0.5,0,0,0.5,0,0,0.5,17,3,0.1764705882352941,0,0,0.5,0.0,0.0,0.2235294117647059,0.0,0,0,0.5,0,0.5,0.0,0.3333333333333333,6,0.2,20,0.1333333333333333
1547.0,0,176.5,20.9,2258.0,1,175.0,35.1,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-711.0,-14.200000000000005,1.5,10,0,0.0,4,0,0.0,0.0,0,0,0.5,0,0,0.5,9,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,2,0,0.0,0,0,0.5,0.0,0.0,0.0,0.0,0,0,0.5,0,0.5,0.0,0.0,10,0.0,4,0.0
2258.0,1,185.0,24.8,777.0,0,188.0,20.0,0,32,20241125,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1481.0,4.800000000000001,-3.0,6,0,0.0,32,16,0.5,-0.5,0,0,0.5,0,0,0.5,5,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,31,16,0.5161290322580645,0,0,0.5,0.0,0.0,-0.5161290322580645,0.0,1,0,0.0,1,1.0,-1.0,0.0,6,0.45,20,-0.45
1514.0,0,175.0,25.2,2258.0,1,183.0,25.4,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-744.0,-0.1999999999999993,-8.0,5,0,0.0,1,0,0.0,0.0,0,0,0.5,0,0,0.5,4,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.0,0.0,-0.5,0.0,0,0,0.5,0,0.5,0.0,0.0,5,0.0,1,0.0
320.0,0,188.0,26.2,105.0,0,185.0,25.4,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,215.0,0.8000000000000007,3.0,106,52,0.490566037735849,325,196,0.6030769230769231,-0.112510885341074,0,0,0.5,0,0,0.5,46,22,0.4782608695652174,0,0,0.5,0,0,0.5,0,0,0.5,24,9,0.375,0,0,0.5,0.0,0.0,0.1032608695652174,0.0,0,0,0.5,0,0.5,0.0,0.45,20,0.8,20,-0.35
376.0,0,178.0,32.6,105.0,0,185.0,25.4,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,271.0,7.200000000000003,-7.0,678,322,0.4749262536873156,326,196,0.6012269938650306,-0.126300740177715,0,0,0.5,0,0,0.5,100,38,0.38,0,0,0.5,0,0,0.5,0,0,0.5,25,9,0.36,0,0,0.5,0.0,0.0,0.02,0.0,4,2,0.5,2,0.5,0.0,0.4,20,0.75,20,-0.35
435.0,0,178.0,24.6,320.0,0,188.0,26.2,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,115.0,-1.599999999999998,-10.0,142,65,0.4577464788732394,107,53,0.4953271028037383,-0.0375806239304988,0,0,0.5,0,0,0.5,17,5,0.2941176470588235,0,0,0.5,0,0,0.5,0,0,0.5,47,23,0.4893617021276595,0,0,0.5,0.0,0.0,-0.195244055068836,0.0,0,0,0.5,0,0.5,0.0,0.5,20,0.5,20,0.0
376.0,0,178.0,32.6,287.0,0,185.0,19.7,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,89.0,12.900000000000002,-7.0,679,322,0.4742268041237113,57,32,0.5614035087719298,-0.0871767046482184,0,0,0.5,0,0,0.5,101,38,0.3762376237623762,0,0,0.5,0,0,0.5,0,0,0.5,2,1,0.5,0,0,0.5,0.0,0.0,-0.1237623762376237,0.0,1,0,0.0,1,1.0,-1.0,0.4,20,0.6,20,-0.1999999999999999
105.0,0,185.0,25.4,148.0,0,191.0,26.9,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-43.0,-1.5,-6.0,327,197,0.6024464831804281,390,224,0.5743589743589743,0.0280875088214538,0,0,0.5,0,0,0.5,26,10,0.3846153846153846,0,0,0.5,0,0,0.5,0,0,0.5,76,38,0.5,0,0,0.5,0.0,0.0,-0.1153846153846153,0.0,4,2,0.5,2,0.5,0.0,0.8,20,0.65,20,0.15
320.0,0,188.0,26.2,323.0,0,173.0,36.3,1,32,20241125,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-3.0,-10.099999999999998,15.0,108,54,0.5,226,94,0.415929203539823,0.084070796460177,0,0,0.5,0,0,0.5,48,24,0.5,0,0,0.5,0,0,0.5,0,0,0.5,25,8,0.32,0,0,0.5,0.0,0.0,0.18,0.0,0,0,0.5,0,0.5,0.0,0.5,20,0.4,20,0.0999999999999999
435.0,0,178.0,24.6,913.0,0,188.0,28.9,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-478.0,-4.299999999999997,-10.0,143,65,0.4545454545454545,76,30,0.3947368421052631,0.0598086124401913,0,0,0.5,0,0,0.5,18,5,0.2777777777777778,0,0,0.5,0,0,0.5,0,0,0.5,10,3,0.3,0,0,0.5,0.0,0.0,-0.0222222222222222,0.0,0,0,0.5,0,0.5,0.0,0.5,20,0.25,20,0.25
97.0,0,183.0,26.2,287.0,0,185.0,19.7,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-190.0,6.5,-2.0,257,135,0.5252918287937743,58,32,0.5517241379310345,-0.0264323091372601,0,0,0.5,0,0,0.5,216,122,0.5648148148148148,0,0,0.5,0,0,0.5,0,0,0.5,3,1,0.3333333333333333,0,0,0.5,0.0,0.0,0.2314814814814814,0.0,0,0,0.5,0,0.5,0.0,0.45,20,0.6,20,-0.1499999999999999
776.0,0,178.0,32.2,376.0,0,178.0,32.6,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,400.0,-0.3999999999999986,0.0,348,184,0.5287356321839081,680,323,0.475,0.053735632183908,0,0,0.5,0,0,0.5,49,21,0.4285714285714285,0,0,0.5,0,0,0.5,0,0,0.5,102,39,0.3823529411764705,0,0,0.5,0.0,0.0,0.0462184873949579,0.0,4,3,0.75,1,0.25,0.5,0.4,20,0.45,20,-0.0499999999999999
105.0,0,185.0,25.4,285.0,0,175.0,26.2,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-180.0,-0.8000000000000007,10.0,328,198,0.6036585365853658,117,60,0.5128205128205128,0.090838023764853,0,0,0.5,0,0,0.5,27,11,0.4074074074074074,0,0,0.5,0,0,0.5,0,0,0.5,49,27,0.5510204081632653,0,0,0.5,0.0,0.0,-0.1436130007558578,0.0,0,0,0.5,0,0.5,0.0,0.8,20,0.4,20,0.4
623.0,0,183.0,24.5,148.0,0,191.0,26.9,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,475.0,-2.3999999999999986,-8.0,58,29,0.5,391,224,0.5728900255754475,-0.0728900255754475,0,0,0.5,0,0,0.5,15,10,0.6666666666666666,0,0,0.5,0,0,0.5,0,0,0.5,77,38,0.4935064935064935,0,0,0.5,0.0,0.0,0.1731601731601731,0.0,2,1,0.5,1,0.5,0.0,0.45,20,0.65,20,-0.2
323.0,0,173.0,36.3,276.0,0,175.0,21.8,1,32,20241125,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,47.0,14.499999999999996,-2.0,227,94,0.4140969162995594,80,39,0.4875,-0.0734030837004405,0,0,0.5,0,0,0.5,26,8,0.3076923076923077,0,0,0.5,0,0,0.5,0,0,0.5,4,0,0.0,0,0,0.5,0.0,0.0,0.3076923076923077,0.0,0,0,0.5,0,0.5,0.0,0.35,20,0.45,20,-0.1
246.0,0,170.0,25.5,320.0,0,188.0,26.2,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-74.0,-0.6999999999999993,-18.0,70,36,0.5142857142857142,109,55,0.5045871559633027,0.0096985583224115,0,0,0.5,0,0,0.5,20,10,0.5,0,0,0.5,0,0,0.5,0,0,0.5,49,25,0.5102040816326531,0,0,0.5,0.0,0.0,-0.010204081632653,0.0,1,0,0.0,1,1.0,-1.0,0.55,20,0.55,20,0.0
390.0,0,183.0,20.6,913.0,0,188.0,28.9,0,32,20241125,3,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-523.0,-8.299999999999997,-5.0,43,21,0.4883720930232558,77,30,0.3896103896103896,0.0987617034128661,0,0,0.5,0,0,0.5,2,1,0.5,0,0,0.5,0,0,0.5,0,0,0.5,11,3,0.2727272727272727,0,0,0.5,0.0,0.0,0.2272727272727273,0.0,0,0,0.5,0,0.5,0.0,0.55,20,0.25,20,0.3
639.0,0,178.0,16.7,435.0,0,178.0,24.6,0,32,20241125,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,204.0,-7.900000000000002,0.0,9,4,0.4444444444444444,144,66,0.4583333333333333,-0.0138888888888888,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,19,6,0.3157894736842105,0,0,0.5,0.0,0.0,0.1842105263157895,0.0,0,0,0.5,0,0.5,0.0,0.4444444444444444,9,0.55,20,-0.1055555555555556
673.0,0,185.0,24.1,97.0,0,183.0,26.2,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,576.0,-2.099999999999998,2.0,8,2,0.25,258,135,0.5232558139534884,-0.2732558139534884,0,0,0.5,0,0,0.5,1,0,0.0,0,0,0.5,0,0,0.5,0,0,0.5,217,122,0.5622119815668203,0,0,0.5,0.0,0.0,-0.5622119815668203,0.0,0,0,0.5,0,0.5,0.0,0.25,8,0.4,20,-0.15
324.0,0,175.0,26.3,287.0,0,185.0,19.7,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,37.0,6.600000000000001,-10.0,230,116,0.5043478260869565,59,33,0.559322033898305,-0.0549742078113485,0,0,0.5,0,0,0.5,30,17,0.5666666666666667,0,0,0.5,0,0,0.5,0,0,0.5,4,2,0.5,0,0,0.5,0.0,0.0,0.0666666666666666,0.0,1,0,0.0,1,1.0,-1.0,0.65,20,0.6,20,0.05
492.0,0,185.0,28.8,776.0,0,178.0,32.2,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-284.0,-3.400000000000002,7.0,69,33,0.4782608695652174,349,184,0.5272206303724928,-0.0489597608072753,0,0,0.5,0,0,0.5,3,2,0.6666666666666666,0,0,0.5,0,0,0.5,0,0,0.5,50,21,0.42,0,0,0.5,0.0,0.0,0.2466666666666666,0.0,0,0,0.5,0,0.5,0.0,0.55,20,0.35,20,0.2
239.0,0,173.0,20.6,376.0,0,178.0,32.6,0,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-137.0,-12.0,-5.0,93,40,0.4301075268817204,681,324,0.4757709251101321,-0.0456633982284117,0,0,0.5,0,0,0.5,5,2,0.4,0,0,0.5,0,0,0.5,0,0,0.5,103,40,0.3883495145631068,0,0,0.5,0.0,0.0,0.0116504854368932,0.0,4,2,0.5,2,0.5,0.0,0.4,20,0.5,20,-0.0999999999999999
105.0,0,185.0,25.4,281.0,0,178.0,22.6,1,32,20241125,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-176.0,2.799999999999997,7.0,329,199,0.6048632218844985,165,93,0.5636363636363636,0.0412268582481348,0,0,0.5,0,0,0.5,28,12,0.4285714285714285,0,0,0.5,0,0,0.5,0,0,0.5,5,2,0.4,0,0,0.5,0.0,0.0,0.0285714285714285,0.0,2,0,0.0,2,1.0,-1.0,0.8,20,0.65,20,0.15
